left,price,room,salon,area,age,province,district
Daire,5500000.0,2.0,1.0,80.0,15.0,İzmir , Çeşme 
Daire,1950000.0,1.0,1.0,75.0,5.0,İzmir , Buca 
Daire,5900000.0,2.0,1.0,105.0,6.0,İzmir , Güzelbahçe 
Daire,3700000.0,3.0,1.0,150.0,5.0,İzmir , Konak 
Daire,2850000.0,3.0,1.0,130.0,8.0,İzmir , Menemen 
Villa,9400000.0,4.0,1.0,250.0,3.0,İzmir , Seferihisar 
Daire,3600000.0,2.0,1.0,100.0,35.0,İzmir , Karabağlar 
Daire,5000000.0,2.0,1.0,90.0,17.0,İzmir , Dikili 
Daire,16800000.0,3.0,1.0,165.0,16.0,İzmir , Gaziemir 
Daire,4700000.0,2.0,1.0,105.0,5.0,İzmir , Bornova 
Villa,8250000.0,3.0,1.0,165.0,8.0,İzmir , Menderes 
Daire,3100000.0,2.0,1.0,85.0,30.0,İzmir , Bornova 
Yazlık,12500000.0,4.0,1.0,180.0,10.0,İzmir , Seferihisar 
Villa,19500000.0,4.0,1.0,230.0,26.0,İzmir , Çeşme 
Daire,4300000.0,3.0,1.0,180.0,7.0,İzmir , Dikili 
Daire,2900000.0,2.0,1.0,75.0,12.0,İzmir , Selçuk 
Yazlık,7900000.0,4.0,2.0,200.0,20.0,İzmir , Seferihisar 
Daire,1495000.0,3.0,1.0,110.0,25.0,İzmir , Konak 
Villa,9900000.0,4.0,1.0,180.0,25.0,İzmir , Menderes 
Bina,10500000.0,8.0,4.0,180.0,3.0,İzmir , Seferihisar 
Daire,2500000.0,1.0,1.0,80.0,30.0,İzmir , Buca 
Villa,34000000.0,3.0,1.0,180.0,26.0,İzmir , Çeşme 
Daire,2750000.0,3.0,1.0,135.0,25.0,İzmir , Bayraklı 
Daire,3300000.0,3.0,1.0,130.0,45.0,İzmir , Karabağlar 
Villa,36000000.0,3.0,1.0,250.0,26.0,İzmir , Çeşme 
Daire,7700000.0,2.0,1.0,104.0,12.0,İzmir , Karşıyaka 
Daire,2890000.0,3.0,1.0,140.0,8.0,İzmir , Torbalı 
Müstakil,2500000.0,3.0,1.0,125.0,25.0,İzmir , Bornova 
Müstakil,23500000.0,5.0,2.0,152.0,29.0,İzmir , Narlıdere 
Daire,5800000.0,3.0,1.0,130.0,11.0,İzmir , Buca 
Daire,2850000.0,1.0,1.0,65.0,4.0,İzmir , Çiğli 
Daire,4000000.0,3.0,1.0,140.0,8.0,İzmir , Menderes 
Daire,1580000.0,1.0,1.0,47.0,3.0,İzmir , Çiğli 
Villa,20000000.0,3.0,1.0,180.0,31.0,İzmir , Çeşme 
Daire,15000000.0,3.0,1.0,140.0,25.0,İzmir , Dikili 
Daire,4150000.0,2.0,1.0,100.0,5.0,İzmir , Karşıyaka 
Daire,12750000.0,4.0,1.0,280.0,5.0,İzmir , Bayraklı 
Residence,3000000.0,2.0,1.0,60.0,4.0,İzmir , Buca 
Daire,16900000.0,4.0,1.0,220.0,5.0,İzmir , Gaziemir 
Daire,3900000.0,1.0,1.0,60.0,5.0,İzmir , Menderes 
Daire,3250000.0,3.0,1.0,135.0,30.0,İzmir , Balçova 
Daire,2750000.0,1.0,1.0,90.0,2.0,İzmir , Karabağlar 
Daire,4555000.0,3.0,1.0,170.0,16.0,İzmir , Çiğli 
Daire,8500000.0,3.0,1.0,119.0,32.0,İzmir , Narlıdere 
Daire,4990000.0,3.0,1.0,130.0,31.0,İzmir , Karabağlar 
Müstakil,4100000.0,6.0,2.0,150.0,3.0,İzmir , Tire 
Daire,2900000.0,3.0,1.0,140.0,19.0,İzmir , Buca 
Daire,2450000.0,3.0,1.0,121.0,25.0,İzmir , Çiğli 
Daire,3500000.0,2.0,1.0,90.0,3.0,İzmir , Karabağlar 
Daire,4100000.0,2.0,1.0,100.0,6.0,İzmir , Balçova 
Daire,2775000.0,3.0,1.0,135.0,15.0,İzmir , Menemen 
Daire,8450000.0,4.0,1.0,210.0,21.0,İzmir , Karşıyaka 
Daire,2850000.0,3.0,1.0,140.0,10.0,İzmir , Torbalı 
Daire,3650000.0,2.0,1.0,100.0,25.0,İzmir , Bornova 
Daire,1800000.0,1.0,1.0,55.0,1.0,İzmir , Menemen 
Daire,4750000.0,3.0,1.0,135.0,13.0,İzmir , Menderes 
Villa,7000000.0,2.0,1.0,90.0,26.0,İzmir , Dikili 
Daire,5900000.0,2.0,1.0,88.0,30.0,İzmir , Foça 
Daire,4500000.0,2.0,1.0,115.0,20.0,İzmir , Çiğli 
Daire,5500000.0,3.0,1.0,125.0,11.0,İzmir , Gaziemir 
Villa,7990000.0,3.0,1.0,150.0,16.0,İzmir , Menderes 
Yazlık,6750000.0,3.0,1.0,145.0,12.0,İzmir , Dikili 
Daire,2575000.0,2.0,1.0,85.0,9.0,İzmir , Karabağlar 
Villa,39000000.0,4.0,1.0,150.0,10.0,İzmir , Çeşme 
Daire,3100000.0,2.0,1.0,103.0,3.0,İzmir , Seferihisar 
Villa,21000000.0,4.0,1.0,180.0,22.0,İzmir , Çeşme 
Daire,2830000.0,3.0,1.0,150.0,11.0,İzmir , Çiğli 
Daire,4649000.0,3.0,1.0,140.0,35.0,İzmir , Karabağlar 
Daire,2050000.0,3.0,1.0,150.0,30.0,İzmir , Karabağlar 
Yalı,7850000.0,3.0,1.0,185.0,25.0,İzmir , Konak 
Villa,12500000.0,4.0,1.0,250.0,4.0,İzmir , Menderes 
Daire,3650000.0,3.0,1.0,140.0,5.0,İzmir , Aliağa 
Daire,8850000.0,3.0,1.0,175.0,26.0,İzmir , Konak 
Villa,8150000.0,3.0,1.0,140.0,10.0,İzmir , Seferihisar 
Daire,2050000.0,2.0,1.0,95.0,40.0,İzmir , Balçova 
Villa,9200000.0,3.0,1.0,110.0,25.0,İzmir , Çeşme 
Daire,4450000.0,1.0,1.0,65.0,1.0,İzmir , Konak 
Daire,6500000.0,3.0,1.0,155.0,11.0,İzmir , Konak 
Bina,20000000.0,3.0,1.0,665.0,25.0,İzmir , Karabağlar 
Daire,5250000.0,3.0,1.0,150.0,7.0,İzmir , Ödemiş 
Villa,16750000.0,4.0,1.0,180.0,11.0,İzmir , Urla 
Daire,2675000.0,3.0,1.0,110.0,24.0,İzmir , Gaziemir 
Daire,3600000.0,2.0,1.0,117.0,10.0,İzmir , Çiğli 
Daire,2975000.0,3.0,1.0,110.0,45.0,İzmir , Konak 
Bina,8500000.0,5.0,2.0,230.0,10.0,İzmir , Bornova 
Müstakil,19000000.0,4.0,1.0,200.0,15.0,İzmir , Urla 
Daire,9950000.0,3.0,1.0,197.0,5.0,İzmir , Bornova 
Daire,3750000.0,1.0,1.0,85.0,6.0,İzmir , Bornova 
Villa,40000000.0,3.0,1.0,1.35,6.0,İzmir , Urla 
Daire,2500000.0,3.0,1.0,130.0,31.0,İzmir , Menemen 
Daire,7300000.0,4.0,1.0,240.0,4.0,İzmir , Karşıyaka 
Daire,3900000.0,3.0,1.0,125.0,6.0,İzmir , Kemalpaşa 
Daire,2950000.0,2.0,1.0,105.0,1.0,İzmir , Bergama 
Villa,27000000.0,3.0,1.0,200.0,5.0,İzmir , Narlıdere 
Villa,20750000.0,4.0,1.0,600.0,3.0,İzmir , Kemalpaşa 
Daire,9500000.0,4.0,2.0,250.0,21.0,İzmir , Balçova 
Daire,11750000.0,3.0,1.0,155.0,2.0,İzmir , Narlıdere 
Daire,3200000.0,2.0,1.0,80.0,16.0,İzmir , Karşıyaka 
Daire,2350000.0,2.0,1.0,90.0,1.0,İzmir , Torbalı 
Daire,2400000.0,2.0,1.0,80.0,5.0,İzmir , Karabağlar 
Daire,4500000.0,3.0,1.0,140.0,11.0,İzmir , Gaziemir 
Villa,12500000.0,4.0,1.0,300.0,20.0,İzmir , Çeşme 
Müstakil,8000000.0,2.0,1.0,75.0,16.0,İzmir , Urla 
Villa,15500000.0,3.0,1.0,130.0,15.0,İzmir , Çeşme 
Villa,7950000.0,3.0,1.0,240.0,22.0,İzmir , Dikili 
Müstakil,20000000.0,6.0,3.0,350.0,15.0,İzmir , Foça 
Daire,2200000.0,2.0,1.0,110.0,35.0,İzmir , Buca 
Daire,3150000.0,1.0,1.0,65.0,21.0,İzmir , Menderes 
Daire,6250000.0,3.0,1.0,135.0,28.0,İzmir , Karşıyaka 
Villa,28000000.0,4.0,1.0,200.0,1.0,İzmir , Çeşme 
Daire,2545000.0,3.0,1.0,130.0,21.0,İzmir , Menemen 
Daire,2450000.0,3.0,1.0,120.0,21.0,İzmir , Karabağlar 
Daire,5950000.0,3.0,1.0,140.0,31.0,İzmir , Karabağlar 
Villa,42000000.0,4.0,1.0,450.0,7.0,İzmir , Çeşme 
Daire,4200000.0,3.0,1.0,170.0,26.0,İzmir , Konak 
Daire,3175000.0,2.0,1.0,100.0,12.0,İzmir , Karşıyaka 
Daire,4800000.0,3.0,1.0,148.0,16.0,İzmir , Çiğli 
Daire,2600000.0,3.0,1.0,135.0,30.0,İzmir , Konak 
Daire,3150000.0,1.0,1.0,60.0,4.0,İzmir , Balçova 
Daire,1875000.0,2.0,1.0,110.0,31.0,İzmir , Konak 
Daire,5300000.0,3.0,1.0,140.0,21.0,İzmir , Karabağlar 
Daire,2950000.0,3.0,1.0,145.0,17.0,İzmir , Buca 
Daire,16950000.0,3.0,1.0,224.0,31.0,İzmir , Konak 
Daire,3950000.0,3.0,1.0,160.0,30.0,İzmir , Balçova 
Daire,4250000.0,2.0,1.0,94.0,26.0,İzmir , Gaziemir 
Müstakil,1850000.0,2.0,1.0,200.0,4.0,İzmir , Ödemiş 
Daire,5750000.0,3.0,1.0,120.0,16.0,İzmir , Urla 
Müstakil,2500000.0,3.0,1.0,100.0,35.0,İzmir , Bergama 
Daire,7000000.0,3.0,1.0,150.0,30.0,İzmir , Karşıyaka 
Daire,9950000.0,3.0,1.0,150.0,45.0,İzmir , Konak 
Daire,2500000.0,3.0,1.0,143.0,28.0,İzmir , Bayraklı 
Daire,2550000.0,2.0,1.0,100.0,35.0,İzmir , Konak 
Daire,1560000.0,1.0,1.0,55.0,4.0,İzmir , Buca 
Daire,5500000.0,3.0,1.0,135.0,20.0,İzmir , Bayraklı 
Daire,1750000.0,2.0,1.0,100.0,31.0,İzmir , Konak 
Daire,2620000.0,3.0,1.0,110.0,27.0,İzmir , Konak 
Villa,6750000.0,4.0,1.0,130.0,4.0,İzmir , Dikili 
Daire,2250000.0,2.0,1.0,70.0,6.0,İzmir , Buca 
Daire,5850000.0,3.0,1.0,145.0,40.0,İzmir , Konak 
Daire,3850000.0,2.0,1.0,105.0,4.0,İzmir , Karabağlar 
Daire,6500000.0,3.0,1.0,160.0,13.0,İzmir , Bayraklı 
Daire,2599000.0,3.0,1.0,135.0,1.0,İzmir , Menemen 
Yazlık,10000000.0,2.0,1.0,120.0,30.0,İzmir , Çeşme 
Daire,4000000.0,3.0,1.0,140.0,5.0,İzmir , Foça 
Daire,2600000.0,3.0,1.0,130.0,29.0,İzmir , Buca 
Daire,3850000.0,2.0,1.0,110.0,25.0,İzmir , Karşıyaka 
Daire,3825000.0,3.0,1.0,130.0,8.0,İzmir , Konak 
Villa,4875000.0,3.0,1.0,160.0,23.0,İzmir , Güzelbahçe 
Daire,3650000.0,3.0,1.0,134.0,1.0,İzmir , Menemen 
Daire,2975000.0,2.0,1.0,125.0,31.0,İzmir , Karabağlar 
Daire,2600000.0,3.0,1.0,115.0,25.0,İzmir , Bayraklı 
Villa,70000000.0,4.0,1.0,847.0,1.0,İzmir , Çeşme 
Daire,3200000.0,3.0,1.0,130.0,21.0,İzmir , Buca 
Daire,3500000.0,3.0,1.0,135.0,24.0,İzmir , Bayraklı 
Daire,5500000.0,3.0,1.0,130.0,30.0,İzmir , Karşıyaka 
Daire,2600000.0,3.0,1.0,120.0,30.0,İzmir , Bayraklı 
Daire,1900000.0,2.0,1.0,80.0,5.0,İzmir , Menemen 
Daire,2650000.0,3.0,1.0,150.0,35.0,İzmir , Konak 
Bina,12000000.0,3.0,1.0,110.0,20.0,İzmir , Bornova 
Villa,8250000.0,3.0,1.0,150.0,25.0,İzmir , Buca 
Daire,3350000.0,2.0,1.0,80.0,12.0,İzmir , Menderes 
Daire,2575000.0,2.0,1.0,90.0,6.0,İzmir , Menemen 
Daire,2600000.0,1.0,1.0,65.0,6.0,İzmir , Dikili 
Yazlık,7800000.0,3.0,1.0,145.0,18.0,İzmir , Menderes 
Yazlık,7275000.0,3.0,1.0,150.0,5.0,İzmir , Seferihisar 
Daire,2000000.0,2.0,1.0,95.0,25.0,İzmir , Karabağlar 
Daire,6850000.0,3.0,1.0,152.0,29.0,İzmir , Karşıyaka 
Yalı,12000000.0,3.0,1.0,140.0,45.0,İzmir , Konak 
Daire,5700000.0,3.0,1.0,130.0,4.0,İzmir , Buca 
Daire,2650000.0,3.0,1.0,128.0,11.0,İzmir , Çiğli 
Daire,2600000.0,2.0,1.0,100.0,6.0,İzmir , Buca 
Daire,3400000.0,1.0,1.0,72.0,10.0,İzmir , Karşıyaka 
Müstakil,8750000.0,21.0,1.0,210.0,2.0,İzmir , Seferihisar 
Daire,4369680.0,2.0,1.0,95.0,13.0,İzmir , Gaziemir 
Daire,2890000.0,3.0,1.0,140.0,8.0,İzmir , Torbalı 
Daire,2050000.0,3.0,1.0,140.0,30.0,İzmir , Karabağlar 
Müstakil,9500000.0,3.0,1.0,160.0,5.0,İzmir , Seferihisar 
Daire,2070000.0,3.0,1.0,110.0,20.0,İzmir , Menemen 
Müstakil,7000000.0,4.0,1.0,160.0,26.0,İzmir , Bornova 
Müstakil,25000000.0,5.0,1.0,250.0,1.0,İzmir , Urla 
Daire,3950000.0,3.0,1.0,115.0,30.0,İzmir , Konak 
Daire,2450000.0,2.0,1.0,75.0,35.0,İzmir , Bornova 
Daire,15000000.0,3.0,1.0,100.0,35.0,İzmir , Çeşme 
Daire,7500000.0,3.0,1.0,120.0,31.0,İzmir , Narlıdere 
Daire,1645000.0,2.0,1.0,95.0,8.0,İzmir , Torbalı 
Daire,6000000.0,3.0,1.0,130.0,12.0,İzmir , Bornova 
Villa,15150000.0,4.0,1.0,300.0,5.0,İzmir , Çeşme 
Daire,1225000.0,2.0,1.0,98.0,3.0,İzmir , Buca 
Daire,6250000.0,3.0,1.0,140.0,1.0,İzmir , Urla 
Müstakil,2250000.0,3.0,1.0,350.0,15.0,İzmir , Menderes 
Daire,5300000.0,2.0,1.0,80.0,5.0,İzmir , Balçova 
Daire,4500000.0,3.0,1.0,200.0,35.0,İzmir , Karabağlar 
Daire,3600000.0,3.0,1.0,130.0,27.0,İzmir , Karabağlar 
Daire,2350000.0,2.0,1.0,135.0,26.0,İzmir , Torbalı 
Daire,4850000.0,1.0,1.0,55.0,6.0,İzmir , Güzelbahçe 
Villa,9900000.0,3.0,1.0,276.0,1.0,İzmir , Aliağa 
Daire,3775000.0,2.0,1.0,126.0,3.0,İzmir , Buca 
Daire,3100000.0,3.0,1.0,130.0,35.0,İzmir , Konak 
Müstakil,35000000.0,5.0,1.0,500.0,5.0,İzmir , Çeşme 
Daire,6250000.0,2.0,1.0,170.0,10.0,İzmir , Dikili 
Villa,14500000.0,4.0,1.0,150.0,31.0,İzmir , Seferihisar 
Daire,3000000.0,2.0,1.0,85.0,8.0,İzmir , Menderes 
Daire,5500000.0,3.0,1.0,130.0,35.0,İzmir , Karşıyaka 
Daire,2100000.0,1.0,1.0,65.0,6.0,İzmir , Menderes 
Villa,16000000.0,4.0,1.0,270.0,4.0,İzmir , Menderes 
Daire,5250000.0,3.0,1.0,135.0,6.0,İzmir , Karşıyaka 
Daire,2400000.0,3.0,1.0,130.0,26.0,İzmir , Konak 
Yazlık,20000000.0,5.0,2.0,190.0,35.0,İzmir , Urla 
Daire,19900000.0,4.0,1.0,300.0,4.0,İzmir , Karşıyaka 
Daire,3000000.0,3.0,1.0,140.0,15.0,İzmir , Menemen 
Residence,15750000.0,3.0,1.0,140.0,1.0,İzmir , Konak 
Villa,12000000.0,3.0,1.0,180.0,26.0,İzmir , Dikili 
Villa,165000000.0,7.0,2.0,750.0,1.0,İzmir , Urla 
Daire,3900000.0,2.0,1.0,95.0,4.0,İzmir , Seferihisar 
Yazlık,8500000.0,4.0,1.0,200.0,1.0,İzmir , Dikili 
Daire,2200000.0,2.0,1.0,98.0,4.0,İzmir , Bergama 
Villa,27000000.0,3.0,1.0,191.0,8.0,İzmir , Çeşme 
Daire,2275000.0,3.0,1.0,120.0,30.0,İzmir , Konak 
Villa,6950000.0,3.0,1.0,82.0,33.0,İzmir , Foça 
Daire,900000.0,2.0,1.0,85.0,35.0,İzmir , Konak 
Daire,3400000.0,2.0,1.0,75.0,11.0,İzmir , Karşıyaka 
Villa,28000000.0,5.0,2.0,250.0,11.0,İzmir , Çeşme 
Villa,7000000.0,3.0,1.0,145.0,28.0,İzmir , Urla 
Daire,3598000.0,3.0,1.0,135.0,5.0,İzmir , Çiğli 
Daire,6750000.0,3.0,1.0,145.0,28.0,İzmir , Balçova 
Villa,8500000.0,3.0,1.0,120.0,2.0,İzmir , Dikili 
Daire,5500000.0,3.0,1.0,155.0,29.0,İzmir , Buca 
Daire,2500000.0,3.0,1.0,110.0,22.0,İzmir , Bayraklı 
Daire,3750000.0,3.0,1.0,130.0,35.0,İzmir , Karabağlar 
Daire,2500000.0,2.0,1.0,90.0,2.0,İzmir , Ödemiş 
Daire,2725000.0,2.0,1.0,95.0,5.0,İzmir , Çiğli 
Müstakil,3565000.0,2.0,1.0,177.0,25.0,İzmir , Menderes 
Daire,3000000.0,3.0,1.0,115.0,10.0,İzmir , Karabağlar 
Daire,5700000.0,3.0,1.0,170.0,30.0,İzmir , Balçova 
Daire,2100000.0,3.0,1.0,130.0,30.0,İzmir , Konak 
Daire,3000000.0,2.0,1.0,88.0,1.0,İzmir , Torbalı 
Daire,3750000.0,3.0,1.0,165.0,5.0,İzmir , Karabağlar 
Daire,14280000.0,3.0,1.0,154.0,11.0,İzmir , Karşıyaka 
Daire,2750000.0,3.0,1.0,155.0,1.0,İzmir , Menemen 
Daire,4145000.0,3.0,1.0,145.0,5.0,İzmir , Bayraklı 
Daire,4750000.0,3.0,1.0,135.0,31.0,İzmir , Karabağlar 
Daire,3580000.0,2.0,1.0,90.0,35.0,İzmir , Konak 
Daire,2325000.0,3.0,1.0,146.0,4.0,İzmir , Torbalı 
Daire,4000000.0,3.0,1.0,110.0,31.0,İzmir , Bornova 
Yazlık,3600000.0,2.0,1.0,75.0,25.0,İzmir , Dikili 
Daire,3250000.0,2.0,1.0,115.0,5.0,İzmir , Buca 
Daire,2850000.0,2.0,1.0,80.0,4.0,İzmir , Karşıyaka 
Daire,1450000.0,3.0,1.0,105.0,20.0,İzmir , Bergama 
Daire,8000000.0,4.0,1.0,220.0,12.0,İzmir , Bayraklı 
Daire,3050000.0,3.0,1.0,120.0,25.0,İzmir , Çiğli 
Daire,12500000.0,3.0,1.0,170.0,40.0,İzmir , Konak 
Daire,2250000.0,2.0,1.0,80.0,3.0,İzmir , Karşıyaka 
Daire,3650000.0,3.0,1.0,125.0,12.0,İzmir , Menderes 
Daire,22500000.0,10.0,3.0,380.0,4.0,İzmir , Urla 
Müstakil,5250000.0,8.0,4.0,360.0,9.0,İzmir , Karabağlar 
Daire,2300000.0,2.0,1.0,105.0,40.0,İzmir , Karabağlar 
Daire,4250000.0,3.0,1.0,120.0,6.0,İzmir , Buca 
Daire,3400000.0,3.0,1.0,135.0,6.0,İzmir , Ödemiş 
Daire,9000000.0,1.0,1.0,70.0,2.0,İzmir , Çeşme 
Daire,2390000.0,3.0,1.0,115.0,10.0,İzmir , Aliağa 
Daire,2600000.0,3.0,1.0,135.0,12.0,İzmir , Torbalı 
Daire,7000000.0,3.0,1.0,145.0,16.0,İzmir , Balçova 
Daire,8490000.0,3.0,1.0,130.0,38.0,İzmir , Konak 
Villa,9000000.0,4.0,1.0,250.0,1.0,İzmir , Seferihisar 
Daire,1900000.0,2.0,1.0,80.0,10.0,İzmir , Karabağlar 
Müstakil,1250000.0,2.0,1.0,71.0,40.0,İzmir , Bergama 
Villa,25000000.0,4.0,1.0,300.0,22.0,İzmir , Güzelbahçe 
Daire,18350000.0,4.0,1.0,190.0,11.0,İzmir , Karşıyaka 
Daire,3300000.0,3.0,1.0,125.0,22.0,İzmir , Buca 
Müstakil,14300000.0,3.0,1.0,281.0,38.0,İzmir , Çeşme 
Daire,2300000.0,2.0,1.0,100.0,7.0,İzmir , Seferihisar 
Daire,1870000.0,2.0,1.0,110.0,30.0,İzmir , Ödemiş 
Daire,2495000.0,2.0,1.0,84.0,2.0,İzmir , Torbalı 
Daire,3200000.0,3.0,1.0,120.0,25.0,İzmir , Buca 
Daire,8000000.0,3.0,1.0,140.0,35.0,İzmir , Konak 
Daire,3250000.0,3.0,1.0,110.0,35.0,İzmir , Karabağlar 
Villa,19500000.0,4.0,2.0,330.0,25.0,İzmir , Güzelbahçe 
Daire,3650000.0,3.0,1.0,145.0,30.0,İzmir , Konak 
Villa,6350000.0,4.0,1.0,140.0,18.0,İzmir , Dikili 
Daire,3250000.0,1.0,1.0,52.0,5.0,İzmir , Balçova 
Daire,16500000.0,4.0,1.0,240.0,8.0,İzmir , Bornova 
Daire,3550000.0,3.0,1.0,143.0,17.0,İzmir , Buca 
Daire,5000000.0,2.0,1.0,100.0,30.0,İzmir , Foça 
Daire,2950000.0,2.0,1.0,110.0,26.0,İzmir , Balçova 
Villa,48000000.0,5.0,2.0,400.0,16.0,İzmir , Balçova 
Daire,2750000.0,3.0,1.0,125.0,28.0,İzmir , Karşıyaka 
Daire,1550000.0,1.0,1.0,45.0,5.0,İzmir , Buca 
Daire,1650000.0,3.0,1.0,100.0,30.0,İzmir , Menemen 
Daire,10500000.0,3.0,1.0,135.0,3.0,İzmir , Karşıyaka 
Daire,2700000.0,3.0,1.0,110.0,35.0,İzmir , Konak 
Daire,5450000.0,3.0,1.0,130.0,9.0,İzmir , Menemen 
Daire,15500000.0,4.0,1.0,185.0,31.0,İzmir , Konak 
Villa,9500000.0,3.0,1.0,160.0,32.0,İzmir , Çeşme 
Daire,4950000.0,3.0,1.0,125.0,10.0,İzmir , Menderes 
Daire,3900000.0,2.0,1.0,105.0,7.0,İzmir , Karşıyaka 
Daire,5950000.0,3.0,1.0,155.0,9.0,İzmir , Karşıyaka 
Daire,1430000.0,2.0,1.0,75.0,16.0,İzmir , Çiğli 
Yazlık,7250000.0,4.0,1.0,245.0,25.0,İzmir , Seferihisar 
Yazlık,9750000.0,4.0,1.0,240.0,1.0,İzmir , Menderes 
Bina,12800000.0,3.0,1.0,130.0,13.0,İzmir , Karabağlar 
Yazlık,8500000.0,3.0,1.0,160.0,3.0,İzmir , Menderes 
Daire,8250000.0,3.0,1.0,150.0,25.0,İzmir , Balçova 
Daire,3500000.0,2.0,1.0,106.0,40.0,İzmir , Karşıyaka 
Daire,2800000.0,2.0,1.0,115.0,20.0,İzmir , Çiğli 
Daire,2250000.0,3.0,1.0,130.0,15.0,İzmir , Torbalı 
Villa,3800000.0,3.0,1.0,340.0,15.0,İzmir , Bergama 
Daire,5950000.0,3.0,1.0,115.0,5.0,İzmir , Konak 
Villa,7950000.0,3.0,1.0,155.0,5.0,İzmir , Menderes 
Daire,4250000.0,3.0,1.0,110.0,45.0,İzmir , Konak 
Daire,3250000.0,3.0,1.0,136.0,23.0,İzmir , Bayraklı 
Daire,4250000.0,3.0,1.0,130.0,26.0,İzmir , Karşıyaka 
Daire,2500000.0,2.0,1.0,110.0,16.0,İzmir , Konak 
Daire,2350000.0,2.0,1.0,70.0,6.0,İzmir , Menemen 
Daire,2985948.0,2.0,1.0,73.0,7.0,İzmir , Buca 
Daire,2750000.0,3.0,1.0,120.0,40.0,İzmir , Karşıyaka 
Daire,3500000.0,2.0,1.0,125.0,45.0,İzmir , Konak 
Bina,10000000.0,5.0,2.0,250.0,54.0,İzmir , Urla 
Daire,1770000.0,1.0,1.0,50.0,6.0,İzmir , Bornova 
Daire,2800000.0,2.0,1.0,85.0,1.0,İzmir , Menderes 
Daire,4500000.0,4.0,1.0,160.0,11.0,İzmir , Kemalpaşa 
Villa,15000000.0,3.0,1.0,100.0,19.0,İzmir , Urla 
Villa,4200000.0,2.0,1.0,115.0,25.0,İzmir , Karaburun 
Daire,1950000.0,1.0,1.0,75.0,8.0,İzmir , Bayraklı 
Villa,10450000.0,5.0,1.0,165.0,11.0,İzmir , Seferihisar 
Daire,3600000.0,3.0,1.0,120.0,10.0,İzmir , Karabağlar 
Daire,19000000.0,3.0,1.0,130.0,5.0,İzmir , Güzelbahçe 
Daire,3990000.0,3.0,1.0,140.0,21.0,İzmir , Karabağlar 
Müstakil,3650000.0,3.0,1.0,140.0,10.0,İzmir , Menderes 
Daire,3900000.0,2.0,1.0,95.0,5.0,İzmir , Karşıyaka 
Villa,17975000.0,4.0,1.0,160.0,3.0,İzmir , Dikili 
Daire,1200000.0,1.0,1.0,60.0,35.0,İzmir , Konak 
Villa,19950000.0,4.0,2.0,230.0,5.0,İzmir , Dikili 
Daire,2450000.0,2.0,1.0,110.0,2.0,İzmir , Torbalı 
Daire,5250000.0,2.0,1.0,110.0,11.0,İzmir , Kemalpaşa 
Villa,7000000.0,3.0,1.0,160.0,16.0,İzmir , Foça 
Villa,8750000.0,4.0,1.0,175.0,25.0,İzmir , Menderes 
Daire,2300000.0,2.0,1.0,110.0,5.0,İzmir , Seferihisar 
Villa,45000000.0,5.0,1.0,320.0,1.0,İzmir , Çeşme 
Daire,2525000.0,3.0,1.0,110.0,20.0,İzmir , Buca 
Villa,9000000.0,4.0,1.0,200.0,21.0,İzmir , Seferihisar 
Daire,4400000.0,3.0,1.0,130.0,5.0,İzmir , Gaziemir 
Daire,3950000.0,3.0,1.0,115.0,22.0,İzmir , Karşıyaka 
Daire,3900000.0,3.0,1.0,180.0,20.0,İzmir , Kemalpaşa 
Daire,5750000.0,3.0,1.0,110.0,30.0,İzmir , Karşıyaka 
Daire,2900000.0,3.0,1.0,145.0,20.0,İzmir , Buca 
Villa,23000000.0,4.0,1.0,220.0,1.0,İzmir , Urla 
Daire,3750000.0,3.0,1.0,140.0,14.0,İzmir , Narlıdere 
Daire,3700000.0,3.0,1.0,145.0,26.0,İzmir , Balçova 
Müstakil,6600000.0,1.0,1.0,694.0,31.0,İzmir , Dikili 
Daire,6750000.0,3.0,1.0,143.0,26.0,İzmir , Karşıyaka 
Daire,3950000.0,2.0,1.0,120.0,31.0,İzmir , Foça 
Daire,4500000.0,4.0,1.0,200.0,30.0,İzmir , Balçova 
Daire,3100000.0,2.0,1.0,115.0,5.0,İzmir , Bergama 
Villa,13600000.0,3.0,1.0,135.0,30.0,İzmir , Foça 
Daire,3700000.0,3.0,1.0,145.0,30.0,İzmir , Balçova 
Müstakil,60000000.0,6.0,2.0,320.0,30.0,İzmir , Çeşme 
Daire,5000000.0,3.0,1.0,145.0,24.0,İzmir , Karşıyaka 
Villa,9500000.0,6.0,2.0,300.0,4.0,İzmir , Menderes 
Yazlık,14500000.0,4.0,1.0,250.0,20.0,İzmir , Menderes 
Daire,1990000.0,2.0,1.0,80.0,31.0,İzmir , Buca 
Villa,19000000.0,5.0,2.0,350.0,35.0,İzmir , Bornova 
Daire,3500000.0,3.0,1.0,135.0,30.0,İzmir , Karşıyaka 
Daire,3800000.0,3.0,1.0,115.0,5.0,İzmir , Karşıyaka 
Daire,2000000.0,2.0,1.0,90.0,8.0,İzmir , Konak 
Daire,12500000.0,3.0,1.0,180.0,10.0,İzmir , Güzelbahçe 
Villa,11500000.0,3.0,1.0,205.0,1.0,İzmir , Menderes 
Daire,6500000.0,3.0,1.0,160.0,10.0,İzmir , Bayraklı 
Daire,6500000.0,3.0,1.0,165.0,29.0,İzmir , Çiğli 
