left,price,room,salon,area,age,province,district
Daire,1750000.0,3.0,1.0,145.0,35.0,İzmir , Ödemiş 
Villa,13500000.0,3.0,2.0,127.0,5.0,İzmir , Urla 
Daire,1850000.0,2.0,1.0,100.0,20.0,İzmir , Menderes 
Daire,5500000.0,3.0,1.0,130.0,32.0,İzmir , Karşıyaka 
Müstakil,3850000.0,2.0,2.0,115.0,14.0,İzmir , Dikili 
Daire,4600000.0,3.0,1.0,135.0,16.0,İzmir , Karşıyaka 
Müstakil,5850000.0,3.0,1.0,120.0,25.0,İzmir , Selçuk 
Daire,1980000.0,2.0,1.0,115.0,13.0,İzmir , Torbalı 
Daire,6500000.0,3.0,1.0,160.0,31.0,İzmir , Konak 
Müstakil,6650000.0,3.0,1.0,160.0,22.0,İzmir , Torbalı 
Daire,6500000.0,2.0,1.0,90.0,14.0,İzmir , Urla 
Villa,9500000.0,4.0,1.0,270.0,4.0,İzmir , Seferihisar 
Residence,6750000.0,2.0,1.0,90.0,1.0,İzmir , Çeşme 
Daire,3750000.0,2.0,1.0,95.0,16.0,İzmir , Menderes 
Daire,2345000.0,2.0,1.0,85.0,4.0,İzmir , Çiğli 
Daire,4750000.0,3.0,1.0,160.0,15.0,İzmir , Balçova 
Villa,6750000.0,6.0,1.0,180.0,5.0,İzmir , Menderes 
Daire,2500000.0,3.0,1.0,130.0,21.0,İzmir , Buca 
Daire,3250000.0,3.0,1.0,135.0,25.0,İzmir , Bornova 
Yazlık,3500000.0,1.0,1.0,50.0,35.0,İzmir , Dikili 
Daire,3950000.0,3.0,1.0,195.0,5.0,İzmir , Torbalı 
Villa,25000000.0,3.0,1.0,145.0,11.0,İzmir , Çeşme 
Daire,4650000.0,4.0,1.0,180.0,1.0,İzmir , Karşıyaka 
Daire,4200000.0,2.0,1.0,100.0,5.0,İzmir , Menderes 
Bina,9500000.0,6.0,2.0,391.0,20.0,İzmir , Torbalı 
Daire,2500000.0,2.0,1.0,100.0,25.0,İzmir , Konak 
Daire,5550000.0,3.0,1.0,155.0,13.0,İzmir , Gaziemir 
Çiftlik,11500000.0,1.0,1.0,90.0,5.0,İzmir , Menderes 
Daire,3250000.0,2.0,1.0,105.0,3.0,İzmir , Seferihisar 
Daire,4000000.0,2.0,1.0,115.0,4.0,İzmir , Bornova 
Daire,1400000.0,3.0,1.0,90.0,25.0,İzmir , Ödemiş 
Villa,8950000.0,3.0,1.0,140.0,25.0,İzmir , Urla 
Daire,3650000.0,2.0,1.0,80.0,10.0,İzmir , Karşıyaka 
Daire,6350000.0,3.0,1.0,160.0,24.0,İzmir , Karşıyaka 
Müstakil,4500000.0,2.0,1.0,116.0,20.0,İzmir , Karabağlar 
Daire,3600000.0,3.0,1.0,130.0,15.0,İzmir , Bayraklı 
Yazlık,9500000.0,4.0,1.0,200.0,11.0,İzmir , Seferihisar 
Daire,6250000.0,2.0,1.0,74.0,2.0,İzmir , Konak 
Daire,3650000.0,3.0,1.0,170.0,10.0,İzmir , Tire 
Villa,16500000.0,5.0,1.0,321.0,1.0,İzmir , Dikili 
Daire,3500000.0,2.0,1.0,110.0,16.0,İzmir , Buca 
Daire,1950000.0,2.0,1.0,75.0,6.0,İzmir , Buca 
Daire,1230000.0,1.0,1.0,55.0,1.0,İzmir , Buca 
Daire,4850000.0,3.0,1.0,125.0,27.0,İzmir , Bayraklı 
Daire,3375000.0,2.0,1.0,115.0,23.0,İzmir , Konak 
Daire,3225000.0,2.0,1.0,70.0,2.0,İzmir , Menemen 
Bina,8500000.0,3.0,1.0,200.0,10.0,İzmir , Karabağlar 
Daire,2100000.0,2.0,1.0,110.0,25.0,İzmir , Kemalpaşa 
Daire,3300000.0,4.0,1.0,165.0,26.0,İzmir , Karşıyaka 
Daire,2950000.0,2.0,1.0,90.0,26.0,İzmir , Konak 
Villa,10250000.0,3.0,1.0,235.0,30.0,İzmir , Çeşme 
Daire,2600000.0,2.0,1.0,80.0,4.0,İzmir , Seferihisar 
Daire,3000000.0,2.0,1.0,75.0,4.0,İzmir , Karabağlar 
Bina,11800000.0,3.0,1.0,150.0,30.0,İzmir , Buca 
Daire,6500000.0,3.0,1.0,165.0,25.0,İzmir , Bayraklı 
Daire,2750000.0,3.0,1.0,120.0,30.0,İzmir , Konak 
Villa,30000000.0,4.0,1.0,220.0,5.0,İzmir , Menderes 
Daire,7750000.0,3.0,1.0,160.0,35.0,İzmir , Karabağlar 
Villa,9950000.0,3.0,1.0,220.0,1.0,İzmir , Urla 
Daire,6000000.0,3.0,1.0,145.0,26.0,İzmir , Narlıdere 
Daire,3750000.0,2.0,1.0,105.0,5.0,İzmir , Menemen 
Villa,15980000.0,3.0,1.0,140.0,4.0,İzmir , Çeşme 
Villa,28000000.0,5.0,1.0,400.0,12.0,İzmir , Çeşme 
Daire,7100000.0,2.0,1.0,82.0,1.0,İzmir , Urla 
Daire,4000000.0,3.0,1.0,125.0,34.0,İzmir , Karabağlar 
Villa,4450000.0,2.0,1.0,130.0,2.0,İzmir , Selçuk 
Villa,7500000.0,3.0,1.0,145.0,2.0,İzmir , Seferihisar 
Daire,7500000.0,4.0,1.0,210.0,26.0,İzmir , Karşıyaka 
Daire,4225000.0,2.0,1.0,95.0,3.0,İzmir , Karşıyaka 
Daire,2600000.0,1.0,1.0,75.0,5.0,İzmir , Dikili 
Daire,4350000.0,3.0,1.0,130.0,30.0,İzmir , Konak 
Daire,7200000.0,3.0,1.0,170.0,30.0,İzmir , Karşıyaka 
Daire,4700000.0,3.0,1.0,120.0,4.0,İzmir , Karşıyaka 
Daire,5600000.0,3.0,1.0,145.0,8.0,İzmir , Bayraklı 
Daire,4600000.0,3.0,1.0,125.0,9.0,İzmir , Bayraklı 
Daire,2575000.0,3.0,1.0,135.0,17.0,İzmir , Buca 
Villa,12500000.0,6.0,1.0,200.0,16.0,İzmir , Foça 
Daire,10950000.0,3.0,1.0,135.0,5.0,İzmir , Karşıyaka 
Daire,5750000.0,3.0,1.0,130.0,14.0,İzmir , Menemen 
Müstakil,3200000.0,2.0,1.0,90.0,2.0,İzmir , Menderes 
Müstakil,550000.0,1.0,1.0,170.0,40.0,İzmir , Ödemiş 
Müstakil,1100000.0,2.0,1.0,211.0,31.0,İzmir , Tire 
Daire,4500000.0,3.0,1.0,150.0,23.0,İzmir , Gaziemir 
Daire,2750000.0,3.0,1.0,110.0,25.0,İzmir , Menemen 
Daire,4850000.0,3.0,1.0,130.0,11.0,İzmir , Balçova 
Daire,2090000.0,2.0,1.0,83.0,6.0,İzmir , Karabağlar 
Daire,4100000.0,2.0,1.0,85.0,5.0,İzmir , Balçova 
Bina,10000000.0,12.0,4.0,150.0,37.0,İzmir , Bayraklı 
Daire,4250000.0,3.0,1.0,135.0,5.0,İzmir , Menderes 
Daire,4000000.0,3.0,1.0,140.0,11.0,İzmir , Aliağa 
Daire,3650000.0,2.0,1.0,90.0,5.0,İzmir , Karşıyaka 
Daire,2199000.0,2.0,1.0,100.0,30.0,İzmir , Karabağlar 
Daire,2650000.0,2.0,1.0,75.0,4.0,İzmir , Menderes 
Daire,3400000.0,3.0,1.0,170.0,5.0,İzmir , Torbalı 
Daire,3500000.0,2.0,1.0,90.0,1.0,İzmir , Gaziemir 
Daire,6900000.0,3.0,1.0,151.0,5.0,İzmir , Foça 
Bina,9500000.0,3.0,1.0,120.0,30.0,İzmir , Bornova 
Daire,2950000.0,2.0,1.0,95.0,5.0,İzmir , Karşıyaka 
Daire,3350000.0,3.0,1.0,125.0,35.0,İzmir , Konak 
Daire,6450000.0,4.0,1.0,230.0,38.0,İzmir , Konak 
Daire,4999000.0,3.0,1.0,115.0,5.0,İzmir , Balçova 
Villa,9500000.0,3.0,1.0,190.0,4.0,İzmir , Menderes 
Daire,3900000.0,3.0,1.0,125.0,32.0,İzmir , Karabağlar 
Daire,2650000.0,3.0,1.0,130.0,21.0,İzmir , Aliağa 
Daire,3500000.0,2.0,1.0,105.0,5.0,İzmir , Çiğli 
Daire,3200000.0,3.0,1.0,120.0,41.0,İzmir , Karabağlar 
Daire,3150000.0,3.0,1.0,130.0,30.0,İzmir , Bornova 
Müstakil,4100000.0,1.0,1.0,221.0,5.0,İzmir , Konak 
Daire,1170000.0,2.0,1.0,85.0,3.0,İzmir , Buca 
Yazlık,3995000.0,4.0,1.0,195.0,25.0,İzmir , Menderes 
Daire,2250000.0,3.0,1.0,145.0,17.0,İzmir , Bergama 
Daire,6750000.0,2.0,1.0,79.0,2.0,İzmir , Çeşme 
Villa,35000000.0,4.0,1.0,180.0,30.0,İzmir , Çeşme 
Villa,7500000.0,3.0,1.0,300.0,18.0,İzmir , Karaburun 
Daire,3150000.0,1.0,1.0,60.0,5.0,İzmir , Bornova 
Daire,2100000.0,2.0,1.0,100.0,23.0,İzmir , Buca 
Daire,2500000.0,2.0,1.0,110.0,13.0,İzmir , Karabağlar 
Müstakil,3750000.0,9.0,6.0,420.0,26.0,İzmir , Torbalı 
Daire,2950000.0,2.0,1.0,90.0,38.0,İzmir , Karabağlar 
Daire,5000000.0,3.0,1.0,155.0,35.0,İzmir , Bornova 
Daire,4750000.0,3.0,1.0,140.0,16.0,İzmir , Gaziemir 
Daire,3200000.0,1.0,1.0,65.0,5.0,İzmir , Bornova 
Müstakil,20000000.0,2.0,1.0,153.0,30.0,İzmir , Seferihisar 
Daire,2500000.0,2.0,1.0,90.0,1.0,İzmir , Karabağlar 
Daire,4250000.0,3.0,1.0,160.0,26.0,İzmir , Buca 
Müstakil,1900000.0,1.0,1.0,70.0,3.0,İzmir , Torbalı 
Daire,3650000.0,3.0,1.0,135.0,26.0,İzmir , Balçova 
Daire,4200000.0,3.0,1.0,115.0,40.0,İzmir , Konak 
Daire,2900000.0,3.0,1.0,125.0,40.0,İzmir , Konak 
Daire,4500000.0,3.0,1.0,150.0,26.0,İzmir , Konak 
Daire,6500000.0,2.0,1.0,78.0,16.0,İzmir , Urla 
Daire,4000000.0,3.0,1.0,145.0,16.0,İzmir , Karşıyaka 
Bina,3000000.0,2.0,1.0,320.0,42.0,İzmir , Konak 
Daire,4300000.0,3.0,1.0,120.0,31.0,İzmir , Karşıyaka 
Daire,3200000.0,2.0,1.0,85.0,4.0,İzmir , Foça 
Villa,42000000.0,3.0,1.0,170.0,5.0,İzmir , Urla 
Daire,2500000.0,3.0,1.0,1.13,30.0,İzmir , Konak 
Daire,5300000.0,2.0,1.0,110.0,5.0,İzmir , Güzelbahçe 
Daire,4750000.0,3.0,1.0,140.0,18.0,İzmir , Çiğli 
Villa,12000000.0,3.0,1.0,120.0,35.0,İzmir , Foça 
Daire,3100000.0,2.0,1.0,110.0,2.0,İzmir , Ödemiş 
Villa,12500000.0,4.0,1.0,200.0,8.0,İzmir , Menderes 
Daire,2550000.0,2.0,1.0,105.0,19.0,İzmir , Karşıyaka 
Daire,3000000.0,2.0,1.0,70.0,3.0,İzmir , Karşıyaka 
Daire,2400000.0,1.0,1.0,55.0,2.0,İzmir , Bornova 
Daire,2300000.0,1.0,1.0,74.0,1.0,İzmir , Karabağlar 
Villa,8000000.0,3.0,1.0,115.0,2.0,İzmir , Karaburun 
Daire,2500000.0,2.0,1.0,95.0,6.0,İzmir , Seferihisar 
Daire,6500000.0,2.0,1.0,100.0,18.0,İzmir , Bornova 
Daire,1450000.0,2.0,1.0,120.0,23.0,İzmir , Karabağlar 
Daire,7250000.0,2.0,1.0,110.0,5.0,İzmir , Güzelbahçe 
Villa,8500000.0,2.0,1.0,86.0,5.0,İzmir , Urla 
Daire,2900000.0,2.0,1.0,85.0,40.0,İzmir , Konak 
Daire,2890000.0,2.0,1.0,90.0,30.0,İzmir , Buca 
Daire,3900000.0,3.0,1.0,190.0,4.0,İzmir , Torbalı 
Daire,4250000.0,3.0,1.0,130.0,31.0,İzmir , Konak 
Daire,5500000.0,3.0,1.0,145.0,12.0,İzmir , Karabağlar 
Daire,3200000.0,1.0,1.0,80.0,18.0,İzmir , Karşıyaka 
Daire,3000000.0,2.0,1.0,70.0,3.0,İzmir , Bayraklı 
Daire,5300000.0,3.0,1.0,145.0,23.0,İzmir , Karabağlar 
Daire,3250000.0,3.0,1.0,130.0,40.0,İzmir , Karşıyaka 
Daire,2600000.0,3.0,1.0,140.0,31.0,İzmir , Konak 
Daire,3450000.0,3.0,1.0,125.0,21.0,İzmir , Çiğli 
Daire,5750000.0,2.0,1.0,75.0,21.0,İzmir , Urla 
Daire,2340000.0,2.0,1.0,105.0,11.0,İzmir , Buca 
Müstakil,5950000.0,2.0,1.0,100.0,30.0,İzmir , Bornova 
Daire,6600000.0,3.0,1.0,125.0,8.0,İzmir , Balçova 
Villa,13000000.0,3.0,1.0,350.0,20.0,İzmir , Kemalpaşa 
Villa,5400000.0,4.0,1.0,120.0,10.0,İzmir , Dikili 
Daire,4150000.0,3.0,1.0,110.0,31.0,İzmir , Narlıdere 
Daire,6950000.0,4.0,1.0,200.0,30.0,İzmir , Balçova 
Müstakil,8200000.0,2.0,1.0,200.0,26.0,İzmir , Menemen 
Daire,3500000.0,3.0,1.0,120.0,38.0,İzmir , Balçova 
Yazlık,3350000.0,1.0,1.0,78.0,5.0,İzmir , Menderes 
Daire,4000000.0,3.0,1.0,160.0,16.0,İzmir , Buca 
Daire,5000000.0,3.0,1.0,135.0,20.0,İzmir , Seferihisar 
Daire,3750000.0,3.0,1.0,150.0,21.0,İzmir , Bayraklı 
Daire,2100000.0,3.0,1.0,135.0,37.0,İzmir , Menemen 
Villa,9000000.0,2.0,1.0,92.0,3.0,İzmir , Kemalpaşa 
Daire,3450000.0,3.0,1.0,120.0,15.0,İzmir , Aliağa 
Daire,14750000.0,3.0,1.0,180.0,10.0,İzmir , Güzelbahçe 
Villa,21500000.0,3.0,1.0,180.0,4.0,İzmir , Urla 
Villa,50000000.0,7.0,1.0,500.0,4.0,İzmir , Güzelbahçe 
Daire,2900000.0,3.0,1.0,120.0,30.0,İzmir , Karabağlar 
Daire,6750000.0,2.0,1.0,100.0,31.0,İzmir , Çeşme 
Daire,6350000.0,4.0,1.0,170.0,29.0,İzmir , Narlıdere 
Daire,2750000.0,2.0,1.0,85.0,17.0,İzmir , Menderes 
Daire,2950000.0,3.0,1.0,120.0,27.0,İzmir , Karabağlar 
Daire,4500000.0,3.0,1.0,120.0,28.0,İzmir , Bornova 
Daire,2300000.0,3.0,1.0,120.0,25.0,İzmir , Karabağlar 
Daire,4550000.0,3.0,1.0,110.0,38.0,İzmir , Konak 
Daire,3300000.0,3.0,1.0,100.0,20.0,İzmir , Karabağlar 
Villa,5600000.0,3.0,1.0,312.0,11.0,İzmir , Ödemiş 
Daire,1950000.0,2.0,1.0,85.0,5.0,İzmir , Karabağlar 
Daire,5500000.0,3.0,1.0,130.0,30.0,İzmir , Karşıyaka 
Villa,45000000.0,4.0,1.0,350.0,5.0,İzmir , Çeşme 
Daire,4950000.0,3.0,1.0,105.0,40.0,İzmir , Konak 
Daire,3500000.0,3.0,1.0,120.0,30.0,İzmir , Balçova 
Daire,3100000.0,1.0,1.0,65.0,25.0,İzmir , Balçova 
Daire,3800000.0,3.0,1.0,135.0,10.0,İzmir , Buca 
Daire,3500000.0,2.0,1.0,90.0,29.0,İzmir , Gaziemir 
Daire,4650000.0,3.0,1.0,135.0,12.0,İzmir , Menderes 
Daire,4250000.0,3.0,1.0,125.0,31.0,İzmir , Karabağlar 
Daire,2350000.0,3.0,1.0,135.0,8.0,İzmir , Torbalı 
Daire,2850000.0,3.0,1.0,135.0,35.0,İzmir , Karşıyaka 
Daire,9250000.0,3.0,1.0,145.0,10.0,İzmir , Narlıdere 
Müstakil,4430000.0,2.0,1.0,161.0,30.0,İzmir , Buca 
Müstakil,4000000.0,3.0,1.0,750.0,12.0,İzmir , Selçuk 
Daire,3500000.0,3.0,1.0,122.0,30.0,İzmir , Bornova 
Villa,30000000.0,4.0,1.0,220.0,14.0,İzmir , Urla 
Daire,3350000.0,3.0,1.0,125.0,7.0,İzmir , Karabağlar 
Daire,2100000.0,2.0,1.0,85.0,22.0,İzmir , Çiğli 
Müstakil,9500000.0,2.0,1.0,204.0,26.0,İzmir , Güzelbahçe 
Villa,8750000.0,3.0,1.0,169.0,22.0,İzmir , Güzelbahçe 
Villa,9250000.0,4.0,1.0,120.0,2.0,İzmir , Foça 
Villa,41000000.0,4.0,1.0,500.0,5.0,İzmir , Çeşme 
Yazlık,6950000.0,3.0,1.0,150.0,20.0,İzmir , Seferihisar 
Müstakil,1750000.0,3.0,1.0,90.0,32.0,İzmir , Bornova 
Daire,3890000.0,2.0,1.0,100.0,21.0,İzmir , Konak 
Daire,8150000.0,3.0,1.0,123.0,5.0,İzmir , Karşıyaka 
Daire,8750000.0,2.0,1.0,125.0,5.0,İzmir , Bayraklı 
Daire,4750000.0,3.0,1.0,150.0,27.0,İzmir , Narlıdere 
Villa,41000000.0,4.0,1.0,250.0,3.0,İzmir , Çeşme 
Daire,13250000.0,3.0,1.0,190.0,8.0,İzmir , Menemen 
Daire,4300000.0,2.0,1.0,85.0,3.0,İzmir , Dikili 
Villa,13000000.0,4.0,1.0,160.0,10.0,İzmir , Selçuk 
Daire,8000000.0,3.0,1.0,140.0,5.0,İzmir , Buca 
Daire,3400000.0,2.0,1.0,85.0,1.0,İzmir , Karabağlar 
Daire,3500000.0,2.0,1.0,90.0,1.0,İzmir , Selçuk 
Villa,16900000.0,4.0,1.0,257.0,23.0,İzmir , Çeşme 
Köy,18000000.0,2.0,1.0,1.73,15.0,İzmir , Dikili 
Daire,5950000.0,3.0,1.0,130.0,30.0,İzmir , Karabağlar 
Daire,5500000.0,3.0,1.0,140.0,4.0,İzmir , Torbalı 
Daire,2495000.0,3.0,1.0,130.0,11.0,İzmir , Çiğli 
Daire,2585000.0,3.0,1.0,135.0,28.0,İzmir , Karşıyaka 
Daire,8750000.0,4.0,1.0,171.0,29.0,İzmir , Karşıyaka 
Villa,10350000.0,4.0,1.0,290.0,1.0,İzmir , Dikili 
Daire,3650000.0,3.0,1.0,150.0,7.0,İzmir , Menemen 
Daire,2750000.0,2.0,1.0,80.0,32.0,İzmir , Konak 
Villa,11500000.0,3.0,1.0,300.0,7.0,İzmir , Çeşme 
Daire,2750000.0,3.0,1.0,115.0,25.0,İzmir , Buca 
Daire,5900000.0,2.0,1.0,63.0,7.0,İzmir , Urla 
Daire,3295000.0,3.0,1.0,125.0,5.0,İzmir , Buca 
Daire,2950000.0,3.0,1.0,120.0,35.0,İzmir , Karşıyaka 
Daire,2490000.0,3.0,1.0,125.0,27.0,İzmir , Buca 
Daire,6750000.0,3.0,1.0,180.0,16.0,İzmir , Balçova 
Daire,4650000.0,3.0,1.0,130.0,26.0,İzmir , Balçova 
Daire,4500000.0,3.0,1.0,150.0,15.0,İzmir , Bayraklı 
Daire,3000000.0,3.0,1.0,110.0,16.0,İzmir , Aliağa 
Daire,3200000.0,2.0,1.0,80.0,4.0,İzmir , Foça 
Daire,4100000.0,2.0,1.0,100.0,31.0,İzmir , Konak 
Daire,3975000.0,2.0,1.0,90.0,5.0,İzmir , Karşıyaka 
Daire,2250000.0,2.0,1.0,100.0,16.0,İzmir , Buca 
Daire,3500000.0,2.0,1.0,90.0,1.0,İzmir , Menderes 
Daire,7000000.0,4.0,1.0,205.0,21.0,İzmir , Gaziemir 
Daire,2450000.0,4.0,2.0,130.0,35.0,İzmir , Konak 
Villa,30000000.0,5.0,1.0,350.0,5.0,İzmir , Çeşme 
Daire,4200000.0,3.0,1.0,145.0,11.0,İzmir , Bayraklı 
Villa,11000000.0,4.0,1.0,210.0,1.0,İzmir , Menderes 
Daire,2600000.0,3.0,1.0,135.0,20.0,İzmir , Torbalı 
Daire,2600000.0,3.0,1.0,130.0,28.0,İzmir , Karabağlar 
Daire,3350000.0,3.0,1.0,130.0,21.0,İzmir , Menemen 
Daire,3250000.0,4.0,1.0,130.0,40.0,İzmir , Konak 
Daire,4750000.0,3.0,1.0,180.0,18.0,İzmir , Bayraklı 
Müstakil,15000000.0,5.0,1.0,250.0,4.0,İzmir , Urla 
Daire,2700000.0,2.0,1.0,225.0,25.0,İzmir , Konak 
Villa,7800000.0,4.0,1.0,190.0,5.0,İzmir , Menderes 
Daire,3650000.0,3.0,1.0,110.0,38.0,İzmir , Balçova 
Daire,3890000.0,2.0,1.0,100.0,31.0,İzmir , Konak 
Bina,13500000.0,2.0,1.0,130.0,10.0,İzmir , Buca 
Daire,1450000.0,1.0,1.0,58.0,50.0,İzmir , Konak 
Daire,2300000.0,3.0,1.0,130.0,4.0,İzmir , Kemalpaşa 
Daire,15000000.0,4.0,1.0,345.0,26.0,İzmir , Tire 
Daire,4150000.0,2.0,1.0,90.0,8.0,İzmir , Karşıyaka 
Daire,5800000.0,3.0,1.0,145.0,16.0,İzmir , Gaziemir 
Villa,5250000.0,4.0,1.0,180.0,21.0,İzmir , Menderes 
Daire,3800000.0,3.0,1.0,120.0,30.0,İzmir , Karşıyaka 
Villa,95000000.0,5.0,2.0,300.0,5.0,İzmir , Çeşme 
Daire,3999999.0,3.0,1.0,145.0,30.0,İzmir , Konak 
Daire,5750000.0,1.0,1.0,72.0,9.0,İzmir , Çeşme 
Daire,3950000.0,4.0,1.0,210.0,3.0,İzmir , Seferihisar 
Daire,3450000.0,3.0,1.0,110.0,34.0,İzmir , Bornova 
Daire,3150000.0,1.0,1.0,65.0,4.0,İzmir , Balçova 
Daire,2475000.0,3.0,1.0,115.0,25.0,İzmir , Menemen 
Müstakil,5900000.0,3.0,1.0,257.0,40.0,İzmir , Bayraklı 
Daire,1500000.0,2.0,1.0,88.0,30.0,İzmir , Aliağa 
Daire,7950000.0,2.0,1.0,123.0,2.0,İzmir , Narlıdere 
Yazlık,3950000.0,4.0,1.0,200.0,21.0,İzmir , Menderes 
Daire,3000000.0,2.0,1.0,100.0,1.0,İzmir , Buca 
Daire,2650000.0,2.0,1.0,85.0,8.0,İzmir , Selçuk 
Daire,2200000.0,2.0,1.0,105.0,30.0,İzmir , Konak 
Daire,15000000.0,3.0,1.0,140.0,31.0,İzmir , Urla 
Daire,1950000.0,1.0,1.0,65.0,4.0,İzmir , Menemen 
Villa,14000000.0,3.0,1.0,165.0,3.0,İzmir , Urla 
Daire,1745000.0,3.0,1.0,115.0,26.0,İzmir , Çiğli 
Daire,4750000.0,3.0,1.0,130.0,35.0,İzmir , Karabağlar 
Daire,4000000.0,2.0,1.0,110.0,48.0,İzmir , Balçova 
Daire,9500000.0,4.0,1.0,220.0,13.0,İzmir , Çiğli 
Daire,4900000.0,3.0,1.0,150.0,20.0,İzmir , Menderes 
Daire,2500000.0,3.0,1.0,125.0,30.0,İzmir , Konak 
Daire,6500000.0,3.0,1.0,160.0,45.0,İzmir , Konak 
Daire,4500000.0,3.0,1.0,135.0,35.0,İzmir , Konak 
Daire,3500000.0,3.0,1.0,130.0,42.0,İzmir , Karabağlar 
Daire,3990000.0,2.0,1.0,100.0,2.0,İzmir , Karşıyaka 
Daire,3500000.0,3.0,1.0,125.0,31.0,İzmir , Balçova 
Müstakil,6500000.0,4.0,2.0,130.0,20.0,İzmir , Foça 
Daire,1800000.0,2.0,1.0,136.0,25.0,İzmir , Karabağlar 
Daire,3300000.0,3.0,1.0,130.0,35.0,İzmir , Konak 
Daire,3745000.0,3.0,1.0,130.0,4.0,İzmir , Bayraklı 
Daire,2900000.0,3.0,1.0,120.0,5.0,İzmir , Karabağlar 
Daire,5700000.0,3.0,1.0,170.0,29.0,İzmir , Balçova 
Daire,2250000.0,1.0,1.0,80.0,8.0,İzmir , Menderes 
Villa,11000000.0,4.0,1.0,210.0,1.0,İzmir , Menderes 
Daire,2750000.0,3.0,1.0,130.0,26.0,İzmir , Karşıyaka 
Daire,6250000.0,3.0,1.0,156.0,11.0,İzmir , Narlıdere 
Yazlık,4925000.0,3.0,1.0,250.0,25.0,İzmir , Dikili 
Daire,4090000.0,2.0,1.0,80.0,25.0,İzmir , Foça 
Daire,2750000.0,2.0,1.0,85.0,16.0,İzmir , Bornova 
Daire,3650000.0,3.0,1.0,91.0,4.0,İzmir , Dikili 
Villa,20000000.0,4.0,1.0,180.0,5.0,İzmir , Foça 
Daire,4000000.0,4.0,1.0,200.0,3.0,İzmir , Seferihisar 
Daire,2950000.0,2.0,1.0,75.0,3.0,İzmir , Seferihisar 
Villa,54000000.0,4.0,1.0,650.0,1.0,İzmir , Çeşme 
Villa,25000000.0,3.0,1.0,175.0,25.0,İzmir , Urla 
Daire,2650000.0,3.0,1.0,120.0,3.0,İzmir , Torbalı 
Villa,6500000.0,2.0,1.0,120.0,4.0,İzmir , Seferihisar 
Müstakil,7550000.0,5.0,1.0,170.0,35.0,İzmir , Çiğli 
Daire,3648000.0,3.0,1.0,127.0,6.0,İzmir , Menemen 
Daire,2950000.0,3.0,1.0,120.0,39.0,İzmir , Konak 
Daire,3000000.0,3.0,1.0,120.0,32.0,İzmir , Karabağlar 
Daire,2500000.0,1.0,3.0,135.0,15.0,İzmir , Gaziemir 
Daire,3995000.0,3.0,1.0,320.0,30.0,İzmir , Karabağlar 
Villa,7500000.0,3.0,1.0,115.0,21.0,İzmir , Karaburun 
Daire,5500000.0,3.0,1.0,130.0,30.0,İzmir , Karşıyaka 
Daire,3500000.0,3.0,1.0,120.0,35.0,İzmir , Bornova 
Villa,27500000.0,3.0,1.0,220.0,16.0,İzmir , Çeşme 
Daire,10500000.0,3.0,1.0,160.0,15.0,İzmir , Çiğli 
Bina,33000000.0,3.0,1.0,128.0,19.0,İzmir , Buca 
Daire,3350000.0,3.0,1.0,120.0,31.0,İzmir , Konak 
Daire,4000000.0,2.0,1.0,110.0,5.0,İzmir , Bornova 
Müstakil,2040000.0,1.0,1.0,65.0,4.0,İzmir , Menderes 
Daire,6200000.0,3.0,1.0,110.0,8.0,İzmir , Karşıyaka 
Daire,4150000.0,3.0,1.0,275.0,5.0,İzmir , Bergama 
Daire,3690000.0,3.0,1.0,115.0,5.0,İzmir , Karşıyaka 
Daire,4500000.0,3.0,1.0,130.0,31.0,İzmir , Konak 
Daire,2100000.0,2.0,1.0,90.0,30.0,İzmir , Buca 
Villa,6550000.0,4.0,1.0,249.0,25.0,İzmir , Dikili 
Yazlık,5650000.0,3.0,1.0,130.0,5.0,İzmir , Seferihisar 
Daire,2650000.0,2.0,1.0,130.0,31.0,İzmir , Karabağlar 
Daire,3500000.0,3.0,1.0,168.0,21.0,İzmir , Karabağlar 
Daire,5200000.0,3.0,1.0,135.0,1.0,İzmir , Bayraklı 
Daire,1810000.0,1.0,1.0,55.0,8.0,İzmir , Çiğli 
Daire,2900000.0,3.0,1.0,140.0,4.0,İzmir , Ödemiş 
Daire,5000000.0,3.0,1.0,147.0,26.0,İzmir , Bayraklı 
Daire,3990000.0,3.0,1.0,125.0,30.0,İzmir , Balçova 
Daire,2800000.0,1.0,1.0,55.0,12.0,İzmir , Karşıyaka 
Villa,6150000.0,3.0,1.0,350.0,2.0,İzmir , Seferihisar 
Daire,4350000.0,3.0,1.0,135.0,25.0,İzmir , Narlıdere 
Daire,3550000.0,3.0,1.0,170.0,11.0,İzmir , Buca 
Daire,2575000.0,2.0,1.0,80.0,3.0,İzmir , Selçuk 
Daire,9200000.0,3.0,1.0,190.0,9.0,İzmir , Buca 
Daire,3950000.0,2.0,1.0,130.0,35.0,İzmir , Konak 
Daire,2650000.0,2.0,1.0,85.0,9.0,İzmir , Çiğli 
Daire,1595000.0,2.0,1.0,100.0,11.0,İzmir , Menemen 
Daire,8000000.0,4.0,1.0,217.0,31.0,İzmir , Konak 
Daire,2975000.0,3.0,1.0,120.0,31.0,İzmir , Konak 
Köy,1550000.0,2.0,1.0,335.0,50.0,İzmir , Bergama 
Daire,3600000.0,3.0,1.0,110.0,30.0,İzmir , Karabağlar 
